,gene_name,gene_length,patient_1,patient_2,patient_3,patient_4,patient_5,patient_6,patient_7,patient_8,patient_9,patient_10
15920,SH3BGRL,2381,1885.0,8653.0,3711.0,8836.98,6785.0,11373.0,10463.0,4011.0,5342.0,3412.0
15921,SH3BGR,1279,136.0,47.0,51.0,73.0,96.0,174.0,119.0,68.0,79.0,17.0
15922,SH3BP1,5806,2175.72,3184.62,896.92,3180.05,824.96,2442.9,4260.77,4673.99,2356.46,1842.95
15923,SH3BP2,11368,3095.0,4035.0,2067.0,4138.0,6391.0,6332.0,5609.0,4609.0,4891.0,2057.0
15924,SH3BP4,5482,11670.0,719.0,18568.0,349.0,2996.0,6773.0,9755.0,10962.0,2392.0,9166.0
15925,SH3BP5L,4455,2566.0,3320.0,1385.0,1382.0,2191.0,4576.0,2408.0,5181.0,5156.0,2201.0
15926,SH3BP5,3496,7338.01,939.35,10221.73,4571.57,234.13,2498.11,1921.39,799.02,1987.09,4075.14
15927,SH3D19,6177,318.0,1669.0,1316.0,706.0,79.0,1501.0,640.0,336.0,1018.0,3023.0
15928,SH3D20,1376,10.0,6.0,2.0,2.0,1.0,14.0,4.0,2.0,1.0,13.0
15929,SH3GL1,2442,6981.0,5186.0,2651.0,2247.0,6271.0,7985.0,4136.0,12551.0,8100.0,4027.0
15930,SH3GL2,3772,4.0,41.0,6.0,0.0,1754.0,1358.0,10.0,12.0,11.0,0.0
15931,SH3GL3,3082,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
15932,SH3GLB1,6483,1515.0,5094.0,7068.0,4348.0,7350.0,12487.0,8200.0,3275.0,9153.0,5345.0
15933,SH3GLB2,2010,1877.0,2278.0,1705.0,2292.0,2123.0,4160.0,3459.0,1133.0,1201.0,2259.0
15934,SH3KBP1,5320,6516.0,9641.0,3034.0,7209.0,3821.0,7388.0,8334.0,8024.0,13581.0,3395.0
15935,SH3PXD2A,12257,3249.0,5732.0,1399.0,1918.0,3298.0,2478.0,6436.0,8338.0,10996.0,9374.0
15936,SH3PXD2B,8750,3520.0,4382.0,5542.0,410.0,3656.0,3207.0,2834.0,2311.0,3404.0,2812.0
15937,SH3RF1,5265,242.0,772.0,436.0,310.0,2321.0,2771.0,1337.0,1177.0,790.0,1248.0
15938,SH3RF2,6508,2.0,1.0,19.0,22.0,63.0,5.0,13.0,21.0,4.0,730.0
15939,SH3RF3,5608,971.0,149.0,88.0,419.0,60.0,308.0,215.0,151.0,532.0,84.0
15940,SH3TC1,5402,1468.0,820.0,637.0,1903.0,161.0,1778.0,3575.0,113.0,1753.0,2595.0
15941,SH3TC2,33172,553.0,1782.0,148.0,21.0,943.0,5095.0,911.0,204.0,1735.0,1467.0
15942,SH3YL1,4899,200.0,693.0,250.0,1077.0,727.0,995.0,573.0,869.0,1391.0,535.0
15943,SHANK1,7170,332.0,2.0,400.0,7.0,3.0,26.0,34.0,6.0,4.0,583.0
15944,SHANK2,10701,24.0,0.0,0.0,35.0,9.0,4.0,6.0,3.0,1.0,0.0
15945,SHANK3,7145,467.0,3899.0,546.0,946.0,1035.0,2836.0,720.0,5110.0,404.0,965.0
15946,SHARPIN,1814,4886.0,3180.0,1862.0,1682.0,3384.0,3128.0,3790.0,6211.0,2016.0,3582.0
15947,SHBG,1508,29.0,18.0,4.0,6.0,6.0,10.0,5.0,33.0,2.0,14.0
15948,SHB,6020,4253.0,168.0,649.0,424.0,322.0,197.0,154.0,422.0,1467.0,66.0
15949,SHC1,5327,6049.0,13690.0,7463.0,5533.0,25276.0,30721.0,31974.0,36599.0,33435.0,12512.0
15950,SHC2,2690,665.0,129.0,30.0,397.0,21.0,3404.0,1575.0,42.0,86.0,1397.0
15951,SHC3,2407,20.0,26.0,0.0,3.0,1.0,5.0,5.0,4.0,8.0,4.0
15952,SHC4,5700,1049.0,581.0,371.0,13.0,7285.0,11713.0,9174.0,269.0,2118.0,6305.0
15953,SHCBP1,3227,1513.0,1106.0,1369.0,359.0,1900.0,1562.0,1205.0,850.0,2770.0,1430.0
15954,SHD,2576,2.0,8.0,1.0,100.0,1.0,3.0,9.0,0.0,3.0,3.0
15955,SHE,6239,85.0,376.0,493.0,386.0,388.0,302.0,402.0,1414.0,130.0,74.0
15956,SHFM1,1431,12010.0,4354.0,3152.0,2395.0,4791.0,6588.0,5009.0,4205.0,1958.0,2356.0
15957,SHF,2934,417.0,339.0,17.0,187.0,406.0,1360.0,358.0,1192.0,286.0,392.0
15958,SHH,2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15959,SHISA2,2889,218.0,13002.0,354.0,61.0,7904.0,2716.0,2784.0,4.0,3673.0,2633.0
15960,SHISA3,1970,29.0,2.0,1.0,979.0,0.0,334.0,1.0,34.0,1142.0,1.0
15961,SHISA4,1137,2124.0,1037.0,1024.0,139.0,705.0,3117.0,2003.0,771.0,2520.0,1273.0
15962,SHISA5,3758,11257.0,11369.0,7095.0,7803.0,13207.0,14471.0,10288.0,6967.0,6379.0,10595.0
15963,SHISA6,2248,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15964,SHISA7,6035,12.0,2.0,10.0,1.0,15.0,30.0,12.0,6.0,3.0,0.0
15965,SHISA9,9898,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0
15966,SHKBP1,2623,2811.0,3638.0,2816.0,3846.0,2391.0,7021.0,4475.0,6573.0,3665.0,3197.0
15967,SHMT1,6453,1643.49,3773.89,695.0,758.71,2987.59,3028.0,2030.83,1086.66,4984.83,1187.25
15968,SHMT2,2601,7395.0,10179.0,4354.0,2994.0,5839.0,13451.0,7012.0,24394.0,9450.0,5468.0
15969,SHOC2,4131,1361.0,2617.0,2347.0,2478.0,1632.0,6852.0,2213.0,863.0,2414.0,2523.0
15970,SHOX2,3222,78.0,46.0,309.0,223.0,5.0,114.0,215.0,31.0,399.0,12.0
15971,SHOX,4383,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
15972,SHPK,3838,1459.0,1335.0,713.0,394.0,1302.0,2365.0,1244.0,3503.74,1442.87,1309.0
15973,SHPRH,16844,34.45,1032.64,303.02,536.0,739.8,1949.52,863.67,675.57,889.49,379.03
15974,SHQ1,2876,1123.0,1777.0,539.0,747.0,1312.0,2241.0,1875.0,1741.0,1146.0,1122.0
15975,SHROOM1,3934,332.0,562.0,93.0,53.0,422.0,346.0,322.0,382.0,626.0,451.0
15976,SHROOM2,8206,2218.0,1254.0,266.0,35.0,117.0,3005.0,2147.0,6447.0,6255.0,441.0
15977,SHROOM3,11918,384.0,1007.0,112.0,11.0,37.0,57.0,79.0,69.0,176.0,2271.0
15978,SHROOM4,9936,344.0,893.0,248.0,222.0,393.0,462.0,1361.0,1999.0,2296.0,535.0
15979,SIAE,4592,321.0,482.0,1722.0,443.0,937.0,2545.0,1251.48,252.27,612.94,650.0
15980,SIAH1,4232,645.02,1506.26,892.6,859.06,1901.1,3203.95,1599.77,919.47,1622.33,1637.4
15981,SIAH2,2619,891.0,1311.0,985.0,1471.0,610.0,1750.0,1387.0,1754.0,1468.0,748.0
15982,SIAH3,3992,1.0,2.0,0.0,5.0,1.0,7.0,3.0,0.0,2.0,0.0
15983,SIDT1,5054,77.0,111.0,149.0,1703.0,27.0,269.0,488.0,55.0,27.0,65.0
15984,SIDT2,4087,793.85,1905.57,1290.43,2035.05,7192.14,5725.16,4910.13,7241.37,1987.09,1955.54
15985,SIGIRR,2136,496.0,1116.0,1070.0,3339.0,1566.0,2227.0,1813.0,1740.0,711.0,2355.0
15986,SIGLEC10,3929,19.0,1066.0,883.0,3638.0,65.0,779.0,3979.0,26.0,195.0,744.0
15987,SIGLEC11,3163,3.0,264.0,24.0,40.0,0.0,23.0,204.0,19.0,54.0,48.0
15988,SIGLEC12,2219,25.0,111.0,21.0,278.0,11.0,45.0,93.0,2.0,1.0,121.0
15989,SIGLEC14,2111,6.0,209.0,173.0,552.0,13.0,159.0,418.0,31.0,80.0,0.0
15990,SIGLEC15,1598,139.0,20.0,10.0,7.0,1.0,6.0,10.0,47.0,25.0,8.0
15991,SIGLEC16,2016,4.0,55.0,11.0,30.0,3.0,27.0,268.0,15.0,14.0,15.0
15992,SIGLEC1,8019,128.0,2648.0,1502.0,3650.0,484.0,1305.0,6429.0,366.0,771.0,1551.0
15993,SIGLEC5,2497,7.0,217.0,85.0,496.0,4.0,198.0,250.0,11.0,59.0,178.0
15994,SIGLEC6,2443,0.0,12.0,12.0,103.0,0.0,9.0,3.0,0.0,0.0,3.0
15995,SIGLEC7,1754,10.0,276.0,195.0,371.0,11.0,221.0,785.0,36.0,77.0,209.0
15996,SIGLEC8,3879,31.0,176.0,346.0,145.0,12.0,356.0,784.0,5.0,63.0,54.0
15997,SIGLEC9,1991,36.0,331.0,194.0,175.0,19.0,199.0,555.0,34.0,105.0,200.0
15998,SIGLECP3,2273,5.0,5.0,1.0,98.0,2.0,15.0,26.0,1.0,14.0,6.0
15999,SIGMAR1,1781,3330.0,9891.0,2285.0,1721.0,3669.0,8600.0,3126.0,11105.0,4630.0,1820.0
16000,SIK1,4703,2487.0,1153.0,5088.0,1334.0,1229.0,1779.0,3156.0,2238.0,1153.0,10389.0
16001,SIK2,5676,786.0,1418.0,1454.0,643.0,1928.0,3200.0,1689.0,3319.0,2142.0,820.0
16002,SIK3,8588,651.0,1822.0,1389.0,2170.0,1771.0,3392.0,2466.0,1260.0,1881.0,929.0
16003,SIKE1,5501,827.0,2026.0,1810.0,1793.0,1884.0,2915.0,2302.0,1470.0,4592.0,2179.0
16004,SIL1,2139,1465.0,1832.0,1018.0,849.0,2762.0,5523.0,2392.0,2284.0,1038.0,1600.0
16005,SILV,2778,713016.0,49774.0,575361.0,581.0,298998.0,1147904.0,406226.0,685319.06,129.0,448628.0
16006,SIM1,4570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0
16007,SIM2,6310,11.0,73.0,39.0,36.0,56.0,142.0,368.0,884.0,56.0,16.0
16008,SIN3A,10424,2896.0,4694.0,1658.0,3753.0,4513.0,7418.0,7003.0,6978.0,4704.0,5232.0
16009,SIN3B,7417,3133.0,2576.0,2043.0,2683.0,2567.0,3555.0,2036.0,4353.0,3896.0,2504.0
16010,SIP1,1475,229.0,505.0,199.0,299.0,191.0,465.0,290.0,442.0,855.0,410.0
16011,SIPA1L1,8595,1186.0,2598.0,866.0,1927.0,1245.0,2211.0,2519.0,281.0,2607.0,928.0
16012,SIPA1L2,6711,965.0,898.0,701.0,347.0,1908.0,6930.0,4059.0,1906.0,9242.0,1195.0
16013,SIPA1L3,7981,2087.0,1377.0,471.0,1705.0,1093.0,1695.0,835.0,3474.0,1297.0,4197.0
16014,SIPA1,3856,2689.0,3356.0,2896.0,7347.0,1889.0,4840.0,4753.0,3563.0,3512.0,2197.0
16015,SIRPA,4489,14468.0,6249.0,12990.0,2304.0,13156.0,19331.0,32307.0,11645.0,894.0,15792.0
16016,SIRPB1,4477,372.0,1003.0,924.0,181.0,503.0,1329.0,3123.0,630.0,76.0,887.0
16017,SIRPB2,3531,9.0,264.0,133.0,525.0,19.0,294.0,607.0,8.0,57.0,141.0
16018,SIRPD,810,0.0,6.0,3.0,4.0,0.0,2.0,21.0,0.0,1.0,2.0
16019,SIRPG,1716,4.0,348.0,236.0,1344.0,37.0,640.0,1832.0,4.0,128.0,244.0
16020,SIRT1,4437,354.0,1942.0,714.0,1546.0,1167.0,2984.0,882.0,438.0,1331.0,1345.0
16021,SIRT2,2799,4744.0,2952.0,2391.0,1599.0,3741.0,5072.0,3438.0,5581.0,2460.0,2566.0
16022,SIRT3,4086,1055.83,1260.86,1109.44,1100.06,1245.05,2130.84,1447.8,1757.97,1042.88,1008.49
16023,SIRT4,1170,17.0,34.0,52.0,50.0,41.0,102.0,80.0,85.0,79.0,50.0
16024,SIRT5,5241,1068.0,1972.0,1087.0,690.0,732.0,1526.0,1315.0,1352.0,525.0,1691.0
16025,SIRT6,1704,1266.0,950.0,682.0,683.0,813.0,1428.0,867.0,1168.0,873.0,833.0
16026,SIRT7,1844,755.0,477.0,796.0,1098.0,718.0,1804.0,1409.0,502.0,737.0,1086.0
16027,SIT1,1236,3.0,305.0,209.0,3599.0,30.0,492.0,1270.0,14.0,106.0,238.0
16028,SIVA1,4216,3555.0,2392.0,1127.0,2024.0,2154.0,2564.0,2077.0,2377.0,3205.0,1911.0
16029,SIX1,2686,13.0,133.0,210.0,28.0,29.0,24.0,159.0,77.0,1562.0,10.0
16030,SIX2,2160,18.0,55.0,29.0,4.0,5.0,0.0,1.0,2.0,40.0,8.0
16031,SIX3,1697,2.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,4.0,0.0
16032,SIX4,6319,17.0,186.0,52.0,9.0,0.0,92.0,171.0,111.0,1245.0,4.0
16033,SIX5,3330,666.0,1604.0,293.0,406.0,1172.0,1195.0,1018.0,3814.0,1536.0,1401.0
16034,SIX6,1473,27.0,15.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0
16035,SI,6009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16036,SKA1,2914,745.0,983.0,537.0,119.0,586.0,724.0,358.0,887.0,1068.0,650.0
16037,SKA2,3159,1261.0,2804.0,1355.0,1092.0,2974.0,5571.0,1962.0,2156.0,2383.0,1404.0
16038,SKA3,2887,348.43,2005.23,368.24,86.06,1077.5,884.21,541.89,1606.63,1253.75,814.84
16039,SKAP1,1943,214.0,159.0,205.0,2558.0,17.0,443.0,772.0,6.0,44.0,136.0
16040,SKAP2,4416,859.0,3810.0,2753.0,2471.0,1842.0,906.0,2801.0,1569.0,1656.0,575.0
16041,SKIL,3586,70.0,1665.0,576.0,578.0,154.0,2606.0,629.0,288.0,1448.0,637.0
16042,SKINTL,1511,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,70.0
16043,SKIV2L2,4203,1511.4,5843.67,1400.31,2253.2,3029.76,8529.88,3382.0,3522.95,3002.2,3022.73
16044,SKIV2L,4170,2680.49,4935.6,1822.24,2067.3,2889.46,5257.5,4828.0,8110.71,3673.66,4659.42
16045,SKI,5706,3205.0,5324.0,3066.0,4015.0,9004.0,10252.0,8930.0,11404.0,17267.0,4678.0
16046,SKP1,2730,4545.0,11875.0,5000.0,5580.0,10646.0,27642.0,11489.0,7539.0,4966.0,9650.0
16047,SKP2,1798,177.0,1771.0,215.0,303.0,319.0,2983.0,551.0,1481.0,1271.0,311.0
16048,SLA2,2493,5.0,341.0,283.0,1415.0,47.0,467.0,1251.0,14.0,136.0,292.0
16049,SLAIN1,3066,427.0,548.0,970.0,739.0,9.0,1313.0,489.0,113.0,539.0,45.0
16050,SLAIN2,7946,1456.0,2072.0,2362.0,1979.0,3704.0,11265.0,3640.0,1734.0,3445.0,2923.0
16051,SLAMF1,3430,10.0,203.0,174.0,1451.0,16.0,372.0,539.0,3.0,25.0,153.0
16052,SLAMF6,4202,7.0,601.0,577.0,4100.0,36.0,1299.0,2216.0,18.0,129.0,388.0
16053,SLAMF7,2695,2725.0,4016.0,9955.0,2809.0,190.0,2192.0,12409.0,21.0,649.0,6051.0
16054,SLAMF8,3299,174.09,2409.03,2662.48,2103.89,205.73,1715.27,11783.27,223.19,680.27,2197.56
16055,SLAMF9,1154,7006.0,32.0,620.0,2.0,19.0,0.0,7.0,512.0,234.0,124.0
16056,SLA,4946,35.0,2350.0,1588.0,5219.0,159.0,2224.0,5139.0,149.0,727.0,1291.0
16057,SLBP,1787,2801.0,2701.0,2082.0,1794.0,3556.0,7268.0,3327.0,2973.0,2853.0,2487.0
16058,SLC10A1,1631,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
16059,SLC10A2,3777,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
16060,SLC10A3,2127,1342.0,941.0,989.0,1085.0,1405.0,1671.0,1593.0,1522.0,1532.0,784.0
16061,SLC10A4,2118,2.0,1.0,2.0,12.0,11.0,1.0,18.0,299.0,186.0,10.0
16062,SLC10A5,1315,8.0,2.0,3.0,3.0,12.0,11.0,9.0,5.0,15.0,4.0
16063,SLC10A6,1502,1.0,16.0,5.0,4.0,2.0,2.0,2.0,7.0,8.0,0.0
16064,SLC10A7,6256,111.0,336.0,224.0,386.0,279.0,865.0,447.0,249.0,427.0,284.0
16065,SLC11A1,5209,303.0,117.0,130.0,22.0,195.0,126.0,364.0,58.0,235.0,753.0
16066,SLC11A2,7491,1311.0,4367.0,4919.0,1335.0,4499.0,6694.0,4687.0,2788.0,1804.0,2947.0
16067,SLC12A1,12013,3.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,2.0
16068,SLC12A2,10218,345.0,1687.0,516.0,536.0,1671.0,3999.0,1373.0,1157.0,1978.0,1264.0
16069,SLC12A3,5565,18.0,12.0,7.0,111.0,1.0,16.0,7.0,0.0,3.0,5.0
16070,SLC12A4,5592,2287.0,3129.53,2736.0,1092.39,5654.42,7252.0,3302.3,978.24,4289.8,3419.19
16071,SLC12A5,6802,22.0,17.0,1.0,8.0,13.0,5.0,26.0,75.0,3.0,9.0
16072,SLC12A6,8413,336.06,1087.04,921.07,2671.51,791.07,2847.1,1882.08,567.02,1832.11,405.05
16073,SLC12A7,5302,1053.0,3415.0,3261.0,1501.0,386.0,11433.0,8045.0,399.0,796.0,5583.0
16074,SLC12A8,3982,142.0,18.0,410.0,42.0,11.0,59.0,950.0,82.0,1400.0,87.0
16075,SLC12A9,9000,2116.0,2482.0,1214.0,2266.0,2936.0,4716.0,2811.0,2868.0,2141.0,1948.0
16076,SLC13A1,4297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16077,SLC13A2,2870,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16078,SLC13A3,5072,505.0,2093.0,81.0,78.0,746.0,54.0,3761.0,694.0,37.0,865.0
16079,SLC13A4,3568,2.0,1.0,2.0,13.0,4.0,21.0,7.0,6.0,4.0,6.0
16080,SLC13A5,5099,0.0,1.0,0.0,12.0,2.0,3.0,1.0,0.0,1.0,0.0
16081,SLC14A1,5707,2.0,40.0,25.0,538.0,3.0,50.0,22.0,3.0,27.0,5.0
16082,SLC14A2,5104,1.0,1.0,2.0,5.0,0.0,4.0,1.0,13.0,1.0,1.0
16083,SLC15A1,4204,3.0,0.0,1.0,2.0,12.0,0.0,0.0,2.0,20.0,0.0
16084,SLC15A2,5523,9.0,40.0,53.0,798.0,12.0,64.0,45.0,40.0,55.0,49.0
16085,SLC15A3,2116,691.0,2840.0,1809.0,1761.0,801.0,1668.0,6124.0,1865.0,1205.0,2720.0
16086,SLC15A4,2789,3068.0,1922.0,3861.0,1615.0,2463.0,5983.0,3579.0,2540.0,1844.0,2154.0
16087,SLC16A10,2963,134.0,20.0,88.0,48.0,300.0,56.0,113.0,1104.0,26.0,102.0
16088,SLC16A11,1803,9.0,1.0,6.0,48.0,9.0,14.0,19.0,1.0,9.0,2.0
16089,SLC16A12,5137,3.0,31.0,3.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0
16090,SLC16A13,1747,188.0,65.0,175.0,168.0,47.0,38.0,216.0,10.0,58.0,67.0
16091,SLC16A14,4583,14.0,79.0,42.0,198.0,7.0,116.0,37.0,15.0,170.0,59.0
16092,SLC16A1,5802,2698.0,5946.0,3635.0,683.0,5165.0,8652.0,4728.0,10721.0,9834.0,5132.0
16093,SLC16A2,4372,344.0,307.0,150.0,284.0,220.0,177.0,134.0,728.0,481.0,90.0
16094,SLC16A3,4396,5979.0,1617.0,2288.0,785.0,1745.0,1046.0,5708.0,4784.0,8357.0,7046.0
16095,SLC16A4,2549,721.0,1901.0,1839.0,104.0,1119.0,3575.0,1656.0,2772.0,232.0,1939.0
16096,SLC16A5,2619,61.0,723.0,124.0,301.0,1006.0,88.0,487.0,525.0,629.0,1284.0
16097,SLC16A6,2784,188.0,75.0,270.0,286.0,140.0,1168.0,232.0,15.0,42.0,185.0
16098,SLC16A7,4144,52.0,63.0,265.0,123.0,10.0,144.0,25.0,76.0,53.0,169.0
16099,SLC16A8,1895,16.0,12.0,2.0,3.0,5.0,9.0,15.0,465.0,67.0,73.0
16100,SLC16A9,3987,0.0,13.0,1.0,423.0,15.0,49.0,4.0,18.0,7.0,0.0
16101,SLC17A1,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16102,SLC17A2,2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16103,SLC17A3,2260,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
16104,SLC17A4,4388,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16105,SLC17A5,3415,826.0,1766.0,3356.0,478.0,1884.0,5968.0,2844.0,159.0,988.0,3211.0
16106,SLC17A6,3920,0.0,3.0,0.0,0.0,17.0,0.0,1.0,20014.0,0.0,0.0
16107,SLC17A7,5038,178.0,3.0,12.0,130.0,25.0,851.0,54.0,29.0,27.0,27.0
16108,SLC17A8,3982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16109,SLC17A9,3343,492.0,176.0,292.0,1022.0,31.0,111.0,2073.0,365.0,3292.0,1653.0
16110,SLC18A1,3067,2.0,35.0,4.0,36.0,0.0,2.0,3.0,0.0,1.0,0.0
16111,SLC18A2,2167,1.0,6.0,1.0,11.0,3.0,0.0,1.0,0.0,2.0,0.0
16112,SLC18A3,2419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16113,SLC19A1,3607,451.0,2535.0,288.0,342.0,1312.0,3943.0,1437.0,7892.0,1140.0,1071.0
16114,SLC19A2,3634,2352.0,2683.0,2921.0,246.0,1640.0,3062.0,2049.0,1897.0,1038.0,1289.0
16115,SLC19A3,3962,67.0,16.0,12.0,112.0,30.0,17.0,43.0,3.0,12.0,2.0
16116,SLC1A1,3722,354.0,10.0,150.0,230.0,42.0,728.0,600.0,174.0,137.0,295.0
16117,SLC1A2,12226,3.0,97.0,62.0,559.0,74.0,91.0,14.0,112.0,7.0,5.0
16118,SLC1A3,4168,120.0,2826.0,1023.0,486.0,60.0,495.0,6114.0,917.0,1220.0,642.0
16119,SLC1A4,6814,9321.0,1738.0,2336.0,841.0,7070.0,4148.0,5135.0,1942.0,1952.0,5387.0
16120,SLC1A5,3267,2630.0,6062.0,2000.0,2248.0,7326.0,8344.0,8325.0,5891.0,12770.0,4451.0
16121,SLC1A6,6528,0.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0
16122,SLC1A7,4228,1.0,0.0,5.0,1.0,3.0,12.0,11.0,19.0,8.0,1.0
16123,SLC20A1,4016,5389.0,4240.0,3589.0,3624.0,3682.0,9925.0,10306.0,3935.0,35716.0,5668.0
16124,SLC20A2,4196,469.0,1009.0,1287.0,517.0,2125.0,5438.0,3137.0,986.0,4559.0,2132.0
16125,SLC22A10,3252,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0
16126,SLC22A11,3873,4.0,2.0,0.0,0.0,5.0,13.0,0.0,1.0,175.0,0.0
16127,SLC22A12,3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16128,SLC22A13,2560,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
16129,SLC22A14,2668,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
16130,SLC22A15,5026,156.0,121.0,790.0,126.0,38.0,628.0,979.0,180.0,70.0,59.0
16131,SLC22A16,3406,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,7.0
16132,SLC22A17,3134,762.0,230.0,48.0,825.0,100.0,1301.0,353.0,35.0,2359.0,80.0
16133,SLC22A18AS,1546,199.0,81.0,182.0,9.0,287.0,68.0,46.0,15.0,129.0,140.0
16134,SLC22A18,1624,812.0,985.0,4415.0,232.0,2710.0,2874.0,2337.0,863.0,1050.0,1959.0
16135,SLC22A1,1904,11.0,3.0,9.0,4.0,9.0,1.0,7.0,28.0,6.0,1.0
16136,SLC22A20,3191,0.0,7.0,11.0,6.0,5.0,6.0,12.0,4.0,4.0,225.0
16137,SLC22A23,9822,961.21,996.81,1881.47,902.97,606.18,1149.0,611.0,233.0,250.41,1100.84
16138,SLC22A24,2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16139,SLC22A25,3446,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16140,SLC22A2,4099,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
16141,SLC22A3,5623,21.0,26.0,10.0,3448.0,88.0,439.0,97.0,115.0,8.0,3.0
16142,SLC22A4,2671,12.0,67.0,18.0,18.0,126.0,246.9,78.0,36.0,131.99,53.0
16143,SLC22A5,3348,133.0,438.0,136.0,263.0,251.0,731.0,333.0,276.0,101.0,455.0
16144,SLC22A6,2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16145,SLC22A7,2927,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16146,SLC22A8,8306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16147,SLC22A9,2306,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
16148,SLC23A1,2355,0.0,4.0,3.0,36.0,8.0,6.0,8.0,1.0,6.0,3.0
16149,SLC23A2,7373,3183.0,13294.0,2515.0,2672.0,8450.0,14244.0,11052.0,4908.0,4424.0,3984.0
16150,SLC23A3,2434,18.0,5.0,22.84,44.49,2.0,3.0,11.48,4.0,10.0,25.48
16151,SLC24A1,8507,596.0,750.0,489.0,465.09,940.53,1683.01,1224.0,1146.14,517.27,858.19
16152,SLC24A2,2783,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,214.0,0.0
16153,SLC24A3,3888,5.0,4.0,6.0,144.0,13.0,98.0,93.0,58.0,30.0,19.0
16154,SLC24A4,5909,317.0,32.0,83.0,65.0,111.0,230.0,37.0,301.0,6.0,434.0
16155,SLC24A5,4261,832.94,1410.33,3604.23,16.22,9215.01,13799.05,8810.01,2481.91,291.55,6831.71
16156,SLC24A6,4186,602.0,831.0,1000.0,1550.0,809.0,2345.0,1854.0,971.0,841.0,814.0
16157,SLC25A10,2671,1173.0,304.47,492.0,159.0,294.0,951.0,797.0,1453.0,562.0,508.0
16158,SLC25A11,2183,8244.0,3045.0,2992.0,1955.0,4413.0,7061.0,3752.0,5814.0,3707.0,3321.0
16159,SLC25A12,4099,1122.0,978.0,1454.0,951.0,779.0,1994.0,1607.0,748.0,1777.0,509.0
16160,SLC25A13,3192,4085.0,6025.0,4747.0,389.0,3205.0,10884.0,3386.0,7669.0,1607.0,2696.0
16161,SLC25A14,2517,324.0,406.0,259.0,262.0,429.0,534.0,368.0,271.0,549.0,352.0
16162,SLC25A15,4020,607.83,3129.15,1376.86,483.85,2826.82,3074.2,1107.06,1765.56,1615.3,718.33
16163,SLC25A16,2724,621.0,440.0,2466.0,398.0,592.0,1046.0,438.0,222.0,367.0,676.0
16164,SLC25A17,2626,2375.0,1710.0,1419.0,715.0,1398.0,2431.0,1950.0,2887.0,2324.0,1101.0
16165,SLC25A18,2602,40.0,15.0,23.0,18.0,28.0,24.0,37.0,66.0,6.0,20.0
16166,SLC25A19,2603,992.0,774.0,909.0,615.0,409.0,1371.0,961.0,742.0,747.0,913.0
16167,SLC25A1,1810,11684.0,3299.0,1796.0,1734.0,1303.0,7929.0,2950.0,14855.0,2996.0,4470.0
